@HD	VN:1.6
@SQ	SN:20	LN:63025520	M5:0dec9660ec1efaaf33281c0d5ea2560f	UR:file:/storage/zhenghoufengLab/chenxiang/reference/hg19_genome/hg19_chr20.fa
@RG	ID:GATKCopyNumber	SM:HG01133
20	1432887	1433386	1.9638470897289155
20	1433387	1433475	2.694006378631087
20	1433476	1433975	2.020279091548198
20	1434607	1435106	2.180816923230734
20	1435361	1435860	2.296674289933106
20	1435861	1436029	1.5515204824978246
20	1438590	1439089	1.6705603288238626
20	1444723	1445222	1.9052048168924431
20	1445223	1445321	11.394425273887363
20	1447114	1447613	1.2705281166915245
20	1456483	1456982	1.9148295979997385
20	1457732	1458231	1.7692444321380594
20	1458660	1459159	2.109172499511499
20	1460094	1460593	2.3328796061389534
20	1460594	1460960	2.1891614486397297
20	1471670	1472169	1.8883361933134128
20	1514646	1515145	1.4752327103233975
20	1515146	1515337	4.155770584907584
20	1517550	1518049	2.2827899990583043
20	1518050	1518206	2.9886856657590215
20	1532086	1532585	2.040941666470897
20	1532586	1532934	1.9623151331679254
20	1537976	1538475	2.081173517968604
20	1538476	1538601	0
20	1546548	1547047	1.557434535942717
20	1551200	1551699	1.6485975512245183
20	1551700	1552033	1.3976002277446857
20	1552115	1552614	1.8355630097276279
20	1552615	1552933	2.260926298319465
20	1558733	1559232	2.178181361200861
20	1559233	1559590	1.7162745160706698
20	1591752	1592251	0.02053476479220289
20	1592252	1592609	0.05646182992922152
20	1600264	1600763	2.200929056861027
20	1600764	1600990	10.170661690361761
20	1610617	1611116	1.69886104461121
20	1615662	1616161	1.5646386213497359
20	1616162	1616495	1.9899398604165368
20	1616583	1617082	2.053202171559657
20	1617083	1617401	2.5262402663081356
20	1629447	1629946	2.1927331819919735
20	1629947	1630304	1.3186104925645827
20	1638037	1638536	1.5564643536319172
20	1638537	1638675	38.10395885274491
20	1895494	1895993	3.470646128928858
20	1895994	1896351	3.2574497874103017
20	1901790	1902289	1.5692929669185625
20	1902290	1902608	1.7302268267964247
20	1902708	1903207	1.6610191721016532
20	1903208	1903541	2.180930113182685
20	1905159	1905658	2.086950262870296
20	1905659	1905773	2.170605752475642
20	1908270	1908769	1.8513580938215086
20	1915110	1915609	2.2329237492689478
20	1917715	1918214	1.8652508486883956
20	1918215	1918714	2.6269275687710736
20	1960651	1961150	2.165775836649567
20	1961151	1961650	2.11394263382204
20	1961651	1961854	1.3539879046698982
20	1963351	1963850	2.377008411447475
20	1974476	1974975	1.597112209060003
20	2083663	2084162	2.408413452765982
20	2097061	2097560	1.7995043465523886
20	2097561	2098060	2.28914341321555
20	2098061	2098311	2.7610910685646313
20	2125179	2125678	5.874810587388712
20	2276396	2276895	2.377220799127772
20	2290052	2290551	1.9082687257819806
20	2290552	2290649	2.623362322006402
20	2290650	2291149	1.985013710091596
20	2291150	2291313	1.7101450047874052
20	2291406	2291905	2.166618756229985
20	2291906	2292025	0
20	2293293	2293792	1.9112764405132818
20	2293793	2293922	4.004939617964234
20	2297463	2297943	2.032618565240721
20	2297944	2298381	1.716138357930453
20	2306244	2306743	1.6034126522528893
20	2308515	2309014	1.8561898932703103
20	2309015	2309261	2.355742362631021
20	2312397	2312896	2.0243405207741474
20	2312897	2313206	2.0330026754916632
20	2315511	2316010	2.0036794868678087
20	2316011	2316169	1.4729120228064165
20	2320249	2320748	1.7492074154021418
20	2320749	2320856	7.9312503086565584
20	2320857	2321356	2.4684415153313912
20	2321357	2321856	2.3904250713852573
20	2361296	2361795	1.852503714018224
20	2374847	2375346	2.1059629961471695
20	2375347	2375521	3.631923844214787
20	2375589	2376088	1.9668676943753494
20	2376089	2376332	2.777636117226285
20	2376901	2377400	1.7540098491822955
20	2378313	2378812	2.009103243104574
20	2378813	2378942	3.4047186602478434
20	2379956	2380455	1.3742596962306461
20	2380456	2380634	7.796650982956239
20	2380701	2381200	1.5163016854676177
20	2381201	2381340	0
20	2383792	2384186	1.8465581170920107
20	2384187	2384686	1.8136668410064294
20	2397627	2398126	2.070496982306573
20	2398127	2398469	2.192886085019433
20	2410841	2411340	1.8522624377667378
20	2411341	2411392	2.347450633478457
20	2411393	2411892	1.7122635023042758
20	2412885	2413384	1.967203545483937
20	2413385	2413649	4.386593056328416
20	2442037	2442536	2.2886160651012175
20	2442537	2442835	2.6046900904272188
20	2443031	2443502	1.9652798644586713
20	2443503	2443713	2.6961312262810853
20	2443714	2444123	2.0026444922338293
20	2444142	2444641	2.2503719833584457
20	2446103	2446602	2.2029378575991587
20	2446603	2446715	5.17237368657147
20	2448002	2448501	1.846115983143421
20	2448502	2448654	3.632502684125222
20	2451083	2451582	2.806288158961874
20	2463215	2463714	1.5313650341709033
20	2463715	2464214	1.894620597735911
20	2464215	2464714	1.9392649616578113
20	2464715	2465214	2.0579642965240192
20	2465215	2465552	1.873501944336713
20	2473094	2473593	2.12705045905544
20	2473594	2473721	0
20	2473914	2474323	2.1573314383659037
20	2474324	2474823	2.0421139605069394
20	2517002	2517501	2.044450635176746
20	2517664	2518163	2.559197112184487
20	2538851	2539350	1.952964244000956
20	2539351	2539670	2.9319182946225073
20	2542253	2542752	1.7083109444834037
20	2552574	2553073	1.6002529583263305
20	2553074	2553165	0
20	2559541	2560040	2.2864494758622405
20	2560345	2560844	2.153761685019045
20	2572705	2573204	1.8658098693545395
20	2573205	2573304	5.005931628845501
20	2575220	2575719	1.7232724182995642
20	2575720	2575863	2.436289643799976
20	2577546	2578045	1.7651714270614982
20	2578046	2578194	15.179236631158739
20	2582508	2583007	2.1049782713865692
20	2583008	2583197	3.1237007463409223
20	2590814	2591313	2.1272282714268327
20	2592586	2593085	1.9272881806226945
20	2593086	2593236	9.150030012686566
20	2593589	2594088	1.895709470223727
20	2594089	2594218	0.9249781871037942
20	2596532	2597031	1.2415543234179973
20	2597032	2597100	10.544746351824386
20	2597467	2597966	2.04319478484901
20	2597967	2598207	2.562147199885124
20	2604666	2605165	2.479120399429915
20	2605166	2605292	0
20	2616321	2616820	1.9705511927860249
20	2617869	2618368	2.371173628347274
20	2618369	2618487	3.876404275625476
20	2621529	2622028	2.311795663352018
20	2622029	2622528	2.1668298614889143
20	2633366	2633750	0.943371223804156
20	2633751	2634250	2.079372733837345
20	2634607	2634995	1.869190349864137
20	2634996	2635307	1.970268445006267
20	2635308	2635652	1.9767195706556586
20	2635653	2635907	2.0272951781125883
20	2635908	2636199	2.162292338687333
20	2636200	2636485	1.9348126093509663
20	2636486	2636953	2.064695753182455
20	2636954	2637232	2.4751179093407987
20	2637233	2637379	2.440766919856762
20	2637380	2637562	2.12377747639328
20	2637563	2637691	2.7774742437793964
20	2637692	2637941	2.0179724421106497
20	2637942	2638354	2.565187348401029
20	2638355	2638854	1.6534037525873673
20	2638855	2639039	2.005973572932536
20	2639040	2639539	1.7429388182379164
20	2639572	2640064	2.336602193732308
20	2640065	2640287	2.0515683710418307
20	2640288	2640557	1.5841124864650369
20	2640558	2640865	2.0981605099435896
20	2640866	2641056	2.1917925423678564
20	2641057	2641289	2.174716453265125
20	2641290	2641514	1.6701639197918106
20	2641515	2641865	2.6627737219466905
20	2643841	2644258	2.131398120362518
20	2644259	2644487	1.703733765807152
20	2644488	2644724	2.1940219073474867
20	2644725	2645119	1.187582488568424
20	2685972	2686471	1.7530108788655048
20	2688342	2688841	1.9347187618135255
20	2689969	2690468	1.895842930950962
20	2730446	2730869	1.385331085678326
20	2736022	2736521	1.9362410275039725
20	2774469	2774968	1.7234220460924872
20	2774969	2775129	2.4358964576361037
20	2775130	2775535	1.8630755381627222
20	2775672	2776153	2.0503688909363937
20	2776154	2776584	2.163827287359737
20	2776585	2776849	2.147813260179211
20	2776850	2777130	2.2035346849766326
20	2777131	2777473	1.4964736065371602
20	2777474	2777788	1.9166429246911678
20	2777789	2778238	2.094052814864457
20	2778363	2778750	2.1014978889369
20	2778751	2779005	2.0716837198295988
20	2779006	2779277	2.262023649080164
20	2779278	2779777	2.1745670881116457
20	2780796	2781295	2.3626083141037144
20	2795382	2795881	2.220678518359946
20	2795882	2796136	1.6278970387133758
20	2796137	2796636	2.1401875670655883
20	2797107	2797606	2.3835141346375917
20	2815710	2816209	2.091078594925633
20	2816210	2816519	2.2022154844832844
20	2816520	2817019	2.5359503067403506
20	2817020	2817210	2.4650675341888992
20	2818627	2819126	2.153390973142231
20	2819127	2819182	1.367459273723803
20	2819183	2819440	2.18858964850822
20	2819441	2819782	2.532561567123356
20	2819783	2820167	2.0769947688851595
20	2820184	2820683	2.511084566905006
20	2821218	2821321	2.115567964819642
20	2821322	2821492	2.3276858444755324
20	2821493	2821992	5.175996508026671
20	2840114	2840576	2.2796190830588734
20	2840577	2840840	2.1381965008501274
20	2840841	2841053	1.9411962597972983
20	2841054	2841316	1.8417102790164732
20	2841317	2841562	1.8577412434307428
20	2841563	2841804	2.2916996067916964
20	2841805	2842093	2.323832940811736
20	2842094	2842400	1.8052716779753668
20	2842401	2842622	2.2059839804043633
20	2842623	2843000	1.957348875844886
20	2843001	2843404	2.3005112488609387
20	2843405	2843645	2.1049147860065274
20	2843646	2843840	1.8145779784137548
20	2843841	2844294	1.18086099392476
20	2844344	2844776	2.2458008714974818
20	2844777	2844971	2.328161791569171
20	2844972	2845150	1.920191671384026
20	2845151	2845461	2.5831386229519
20	2845462	2845747	2.284240132154015
20	2845748	2846003	2.448443398657436
20	2846004	2846391	1.9341244190247704
20	2846607	2847018	2.0929983412832445
20	2847019	2847518	2.075426169762363
20	2944667	2945166	1.915079595722199
20	2945256	2945755	2.098589729407774
20	2945756	2946098	3.2838270929887625
20	2955610	2956109	2.1046812155351016
20	2967160	2967659	1.882138978344257
20	2968427	2968867	1.9828717834127634
20	2968868	2969367	2.161450651148217
20	2985451	2985950	1.9228772620054517
20	2985951	2986042	0
20	2987739	2988238	2.0549379419226095
20	2996244	2996743	1.456045518901857
20	2998211	2998710	1.5872463774902137
20	3001704	3002203	2.257423314707671
20	3002204	3002324	3.6962731759544893
20	3002449	3002948	2.0926730277102923
20	3002949	3003100	1.9306998063337335
20	3003101	3003600	1.7128632922125595
20	3004867	3005366	1.7105233047478436
20	3005367	3005517	1.3173652763399115
20	3007082	3007581	2.1264795162473478
20	3007597	3008093	2.0472933485144305
20	3008102	3008601	1.7221335269329079
20	3008602	3008737	1.1236727798308908
20	3015980	3016395	1.8731463532792827
20	3016396	3016837	1.8115328827877295
20	3017549	3018048	2.160393242311005
20	3018049	3018185	2.7374014221297878
20	3018454	3018953	2.0218105960356954
20	3018954	3019453	5.63746386173354
20	3024803	3025269	1.9013720922614887
20	3025270	3025732	1.569316891083923
20	3026081	3026545	2.538726875563676
20	3026546	3026972	1.8551941358202992
20	3026973	3027212	1.327663151110707
20	3027213	3027633	0.8076126376979291
20	3028130	3028629	1.611951457597547
20	3028630	3029129	3.7123652466655703
20	3052015	3052514	1.7826432093651838
20	3052572	3052966	0.7157455912336622
20	3052967	3053413	1.712997967125201
20	3064950	3065449	2.023652157486875
20	3065450	3065620	8.717824798155739
20	3090218	3090717	0.6442709025884873
20	3090718	3091188	1.8977712327058536
20	3095700	3096199	1.7290147404718392
20	3096200	3096362	5.178929419892775
20	3101779	3102278	2.67052029376912
20	3102279	3102778	2.2562931251058695
20	3102779	3103278	2.163609181550951
20	3103707	3104206	1.950568292805876
20	3126914	3127413	1.8667559889492158
20	3127414	3127913	2.1755784828159825
20	3127914	3128413	2.188070288794319
20	3128414	3128913	2.1909801828949553
20	3128914	3129413	2.009851898383476
20	3129414	3129913	2.1298876491712995
20	3144512	3145011	2.54949601772223
20	3145012	3145511	2.102433748517965
20	3145512	3145970	1.3973366346291287
20	3145971	3146470	2.0498616990044205
20	3146471	3146970	2.219697868458702
20	3146971	3147178	2.6659708102734037
20	3147179	3147678	2.0781722847425965
20	3147679	3148077	1.4084228824441147
20	3170745	3171244	2.5549083033962225
20	3171245	3171650	2.3563363296967004
20	3171651	3172134	2.005717566058899
20	3172160	3172659	1.7753287731321745
20	3175225	3175695	2.2414473891332443
20	3175696	3176195	2.3026084101945123
20	3180396	3180867	1.6948255327526625
20	3180868	3181350	2.276415526760964
20	3183608	3184107	2.2332079672955194
20	3184932	3185431	2.9636158407081856
20	3189571	3189911	16.354207732916493
20	3189912	3190411	2.650112159060738
20	3190412	3190513	47.589035037715064
20	3193564	3193887	2.571697773070722
20	3193888	3194279	2.3175753726524624
20	3194380	3194879	2.4074633064629007
20	3195676	3196175	2.117585387529726
20	3198912	3199411	1.4708963895314973
20	3202236	3202735	1.6681022929785094
20	3203761	3204260	2.3934363195167268
20	3207578	3208077	3.498702431772116
20	3208078	3208577	1.7498572097245213
20	3208578	3208703	108.08018348802231
20	3208704	3209115	1.9675714917369351
20	3209116	3209418	1.508799877547946
20	3209419	3209698	1.4965738003322695
20	3209699	3209950	2.4055575737361927
20	3209951	3210133	2.3011699928898706
20	3210134	3210627	2.1358363591492786
20	3210628	3211033	2.408257264671892
20	3211034	3211335	1.8457611628548907
20	3211336	3211534	1.5712603031967558
20	3211535	3211749	1.5287644129382012
20	3211750	3211931	2.168360824099159
20	3211932	3212431	1.8659480565122881
20	3213909	3214408	2.5628019465931775
20	3214425	3214688	1.707185884510272
20	3214689	3215086	2.33848359809021
20	3215087	3215325	2.389384340110811
20	3215326	3215790	1.898226944354769
20	3217939	3218438	1.930929240184704
20	3218456	3218955	2.67002876265476
20	3232697	3233196	2.3047147589079704
20	3233197	3233580	2.1752011335282737
20	3234121	3234620	2.1027589908779967
20	3236401	3236900	2.249755613407582
20	3239875	3240374	2.2095084832093392
20	3240384	3240883	2.2218796963991516
20	3244833	3245332	2.378422784922129
20	3250822	3251321	2.053987846715914
20	3259307	3259806	2.2751064695739465
20	3262036	3262535	1.6866721725966773
20	3268027	3268526	2.0767419466186294
20	3270524	3271023	1.720943248115906
20	3274534	3275033	2.232808462280082
20	3275038	3275525	1.868347240598351
20	3277257	3277756	2.2423122836778613
20	3278425	3278924	1.7095247462811651
20	3284836	3285335	2.1907965245409553
20	3295429	3295928	1.925692407403378
20	3296131	3296630	2.2178246360798877
20	3297119	3297618	1.8013464709675782
20	3298685	3299184	2.0563038807346112
20	3302613	3303103	2.0450392767061065
20	3303104	3303593	1.8018499250071676
20	3305288	3305787	2.2403933263964966
20	3306593	3307092	1.9883903254064768
20	3311042	3311541	2.0830685607214248
20	3312676	3313175	1.450565276292392
20	3320900	3321399	1.9773353439595482
20	3324072	3324571	2.1632220560407895
20	3328921	3329420	2.085251833628518
20	3339912	3340411	1.9940859857521283
20	3354444	3354943	1.9968144699314787
20	3355426	3355925	1.4726647372142487
20	3356574	3357073	2.267693766164097
20	3361775	3362274	2.2454581321600187
20	3362823	3363322	1.2039164771661184
20	3451914	3452413	0.37672422607750417
20	3515649	3516148	1.8427880340863696
20	3520618	3521117	2.2933088533279067
20	3521118	3521232	2.3132378053739986
20	3526158	3526657	1.975746602116884
20	3526658	3526787	2.1575024492581703
20	3527680	3528179	2.0171132633604456
20	3528180	3528386	2.3268275373772034
20	3529566	3530065	1.8634287758315848
20	3530066	3530235	0
20	3539789	3540288	1.8662495022949241
20	3541058	3541557	1.6662399930288068
20	3541558	3541802	2.6650396284921767
20	3542672	3543171	2.055061043230306
20	3543172	3543356	2.213495417059315
20	3543605	3544104	1.956014573288139
20	3544105	3544260	3.611567352397783
20	3545744	3546243	1.457268261549014
20	3553127	3553626	1.8454754828104694
20	3553627	3553848	1.6898530140896892
20	3556223	3556722	1.5420310771713255
20	3557255	3557754	1.6900234578356115
20	3557755	3557894	26.443912305756225
20	3558978	3559477	1.891215225860287
20	3559478	3559669	2.492081614525664
20	3562531	3563030	1.9156918177781892
20	3563031	3563251	1.4039609724583861
20	3564294	3564793	1.9343286501500747
20	3564794	3564980	1.8383063685351204
20	3565043	3565542	2.108123812102925
20	3565543	3565777	1.4570046568737482
20	3571565	3572064	1.715870216152065
20	3572065	3572203	0.7614927367930158
20	3574875	3575374	1.808312502757967
20	3576773	3577272	1.698820723338472
20	3578302	3578801	1.580187713714395
20	3581342	3581841	1.7962628092877535
20	3584501	3585000	1.9279107490881902
20	3585001	3585159	1.9224126255600666
20	3596224	3596723	0
20	3604907	3605406	1.9217579626777557
20	3605407	3605469	28.407666969366577
20	3614707	3615206	2.018384015591844
20	3615207	3615286	0
20	3619224	3619723	2.1114244464317244
20	3624550	3625049	2.1545028729457147
20	3627119	3627618	1.98284995831036
20	3627619	3628118	2.309679565424047
20	3640188	3640687	2.2536155442505565
20	3640721	3641034	1.9365259316418895
20	3641035	3641359	1.0557840690598828
20	3643750	3644249	1.8544376734873074
20	3648861	3649360	6.10477919676676
20	3649361	3649796	1.5399201303717818
20	3649797	3650104	2.077269825632399
20	3650105	3650534	2.9172799237942124
20	3651402	3651841	1.9107884965072819
20	3651842	3652028	1.7816028607985175
20	3652029	3652185	2.5639582050558314
20	3652186	3652474	2.593994937362236
20	3652475	3652706	1.9048656512502755
20	3652707	3653079	1.727479301581287
20	3653080	3653320	0.8933286962660137
20	3653321	3653772	2.288626613226349
20	3653773	3654181	0.7608854944880101
20	3654349	3654634	0.7859664245383243
20	3654635	3654823	1.744289511146416
20	3654824	3655040	2.058057379168923
20	3655041	3655379	1.3460372136643457
20	3655380	3655584	2.528328604855797
20	3655585	3656002	2.4252429738229773
20	3657463	3657962	2.3755410904009424
20	3659888	3660387	2.46854263238505
20	3662304	3662803	2.170616423077625
20	3668866	3669365	2.202258595874388
20	3669366	3669516	2.812444005737796
20	3669551	3670050	2.637431896991983
20	3670061	3670478	1.8749372542088552
20	3670479	3670978	2.204040161772698
20	3671736	3672235	1.6347020146331024
20	3672236	3672398	2.2726088677874934
20	3672399	3672898	2.0467016713808004
20	3673009	3673463	1.120242378803144
20	3673464	3673935	2.2871988975397453
20	3673936	3674435	2.21491066492941
20	3674436	3674595	13.757470404223996
20	3674617	3675116	1.7841856424254814
20	3675117	3675244	2.4709110491122113
20	3675245	3675744	2.0892007532205525
20	3676982	3677481	1.9201779888876076
20	3677482	3677633	2.73686744931669
20	3677634	3678133	2.244009600850454
20	3678217	3678716	1.8576220431609092
20	3678717	3679030	2.261786488395661
20	3679598	3680097	2.0853710759220996
20	3680098	3680356	0.8605852760464797
20	3681738	3682237	2.096687412490434
20	3682238	3682538	2.788869291140029
20	3683593	3684092	1.9195692443814822
20	3684093	3684284	2.507531316435731
20	3684285	3684784	2.1997732879248324
20	3684785	3684988	5.423034692566373
20	3686140	3686639	1.814997012333847
20	3686640	3686840	2.3293935543363893
20	3686841	3687340	1.8028967469560289
20	3687341	3687539	2.1357209715776184
20	3687540	3688039	2.4439596556580505
20	3719054	3719553	1.9079341265635843
20	3721211	3721710	1.891831883832939
20	3722680	3723179	2.1038756840382047
20	3725298	3725797	2.0439378024154085
20	3725798	3725937	7.366027547470767
20	3725938	3726402	2.3276500904169395
20	3726403	3726902	1.46259694818749
20	3728613	3729112	1.822413036299033
20	3729628	3730127	1.7134137696104057
20	3730181	3730558	1.5974841205068073
20	3730559	3731058	1.6528217407377028
20	3731200	3731699	2.005540818705184
20	3731700	3731804	21.694072921854417
20	3731907	3732406	0.564362145428438
20	3732407	3732906	2.962329927770788
20	3732907	3733406	1.4711511359642573
20	3734452	3734924	1.284608664315432
20	3734925	3735416	2.317244639705344
20	3735865	3736364	2.198425656038801
20	3738932	3739431	2.7458000768947244
20	3739432	3739575	4.127383310612362
20	3740403	3740902	1.9797148574247327
20	3758900	3759016	2.1282500103808597
20	3759017	3759291	1.3933081715405584
20	3759292	3759525	2.6550448096332557
20	3759526	3759739	3.169978471352262
20	3759740	3760154	1.757522985313729
20	3760155	3760654	1.6837998138257668
20	3761575	3762074	2.1478565362445803
20	3764747	3765246	2.9596015081796203
20	3765247	3765746	2.3352054945927043
20	3765747	3766246	1.5836317856185822
20	3766247	3766746	1.605071801624236
20	3766747	3767246	2.489224780643351
20	3777135	3777628	1.6753264627057556
20	3778018	3778517	2.31211495792124
20	3778518	3778646	0
20	3778808	3779307	1.2107243811882107
20	3780458	3780957	1.9203334477116403
20	3780958	3781042	1.8879219178444535
20	3781043	3781267	1.8841464780340376
20	3781268	3781564	2.053491013922867
20	3781565	3781820	1.6753028126754677
20	3781821	3782201	1.9260812175746007
20	3782202	3782509	2.100443774060939
20	3782510	3782837	1.7406737900217124
20	3782838	3783199	2.4649098740472977
20	3783200	3783505	2.023763723711878
20	3783506	3783686	1.8208980386133158
20	3783687	3783951	1.985524296418072
20	3783952	3784434	2.1813999474912293
20	3784965	3785397	1.9141707267251986
20	3785398	3785897	1.6419253166524261
20	3802498	3802997	1.6932016000117887
20	3802998	3803190	0
20	3804267	3804766	1.3792997954538295
20	3804767	3805266	1.8084052193777096
20	3834954	3835453	1.9062025029618337
20	3835454	3835638	8.678371693804866
20	3838031	3838530	2.4987807430444753
20	3838531	3838706	0.6118333711955882
20	3841728	3842227	2.0041743249902537
20	3842228	3842401	4.585715763701795
20	3842650	3843149	1.9480943650737548
20	3843150	3843310	3.6306521014145545
20	3844652	3845151	2.3991889977998526
20	3845152	3845651	1.850379901082451
20	3846079	3846578	1.8768757954965252
20	3846579	3847078	2.0760441255175572
20	3854579	3855078	1.8404663302254247
20	3869566	3870065	2.544511033706365
20	3888322	3888821	2.0291866545425394
20	3888822	3889321	2.4720595953563027
20	3890973	3891472	2.356631009988546
20	3891473	3891727	2.1360867440737437
20	3892854	3893353	1.9911748917897742
20	3893354	3893531	2.924521794678945
20	3897323	3897822	2.4367845832436656
20	3897823	3897918	3.477894756821791
20	3897919	3898418	1.9582945860927907
20	3899067	3899566	2.049718081074593
20	3899567	3899693	2.6235596853767236
